# Pathway	R1-1	R1-2	R1-3	R1-4	R1-5	R2-1	R2-2	R2-3	R2-4	R2-5	R3-1	R3-2	R3-3	R3-4	R3-5	R4-1	R4-2	R4-3	R4-4	R4-5	R5-1	R5-2	R5-3	R5-4	R5-5	R6-1	R6-2	R6-3	R6-4	R6-5	S1-1	S1-2	S1-3	S1-4	S1-5	S2-1	S2-2	S2-3	S2-4	S2-5	S3-1	S3-2	S3-3	S3-4	S3-5	S4-1	S4-2	S4-3	S4-4	S4-5	S5-1	S5-2	S5-3	S5-4	S5-5	S6-1	S6-2	S6-3	S6-4	S6-5
UNINTEGRATED|g__Kutzneria.s__Kutzneria_sp_744	0	0	0	0	0	0	0	15493.5959127589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7598.8119496150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Leclercia.s__Leclercia_adecarboxylata	948.9300714623	0	886.4032980100	0	0	814.3490862520	0	4362.8777608828	0	1057.5531056906	0	0	4137.1593269814	1198.5778190032	0	250.8098810632	0	0	0	0	7823.1610822923	582.9997629317	843.0788307797	1759.5044210966	269.9807263111	5544.9042285203	0	229.5846457055	1033.8837870771	538.0733030661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lelliottia.s__Lelliottia_amnigena	1487.3508431164	0	1260.7702874980	0	0	551.8726733119	0	2514.4230481703	0	396.7875551211	0	0	0	0	0	315.2294045823	0	902.0358890547	0	0	1805.1502547627	0	0	603.6039277145	0	0	0	0	602.4750499618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lelliottia.s__Lelliottia_nimipressuralis	1762.7339771035	0	2335.2908031764	0	1702.1587688172	2041.7120744588	1418.5481508924	5953.6546580839	553.4841671399	912.7590325551	0	0	2866.0143214220	1307.6612335781	0	839.5532726561	0	616.7391392683	0	1075.7555233763	4014.1613318976	869.0888694863	967.7664212417	1220.3430935626	813.4974558790	1058.3995168922	17.1409750952	937.5498448504	1204.7358780839	968.4410250492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Luteibacter.s__Luteibacter_rhizovicinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5794.9139153007	5109.0855817049	7483.2399961567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Luteibacter.s__Luteibacter_sp_UNCMF331Sha3_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1189.7884703147	0	0	1916.7027817012	0	0	523.3483251690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lysobacter.s__Lysobacter_capsici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2052.2023374534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lysobacter.s__Lysobacter_concretionis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3413.9156860161	0	0	0	0	0	0	0	0	3135.3831014169
UNINTEGRATED|g__Massilia.s__Massilia_phosphatilytica	127397.9968370707	36613.0917187437	67817.6826402070	52792.3211135615	35321.6386794921	38950.1161663672	57878.4934736844	93954.8458748597	0	64853.0885908192	0	0	0	0	0	0	0	4185.1142717050	5980.1830442166	5175.2578983544	78660.6621278971	76699.4473966449	56517.6191600209	91037.0907671351	49289.9248142254	51339.0664039842	0	0	0	18225.3703725103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4944.7994517237	0
UNINTEGRATED|g__Mesorhizobium.s__Mesorhizobium_huakuii	5371.5437229073	5553.1608182723	2532.1167320893	5502.8744933731	0	6652.8962078721	0	15131.6234627597	0	4969.7998017152	2643.0407088557	0	0	4608.6791939539	3768.0613295858	0	3748.5961235266	0	2122.9034720930	4796.2715646887	7458.4546688262	15556.2261146443	8709.1386701620	15033.2255231996	5640.1935486068	8248.2749923097	7668.1156954305	11249.9985260667	9095.3589526190	9015.8782910343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411.8569137418	0	0	0	0	0	3877.4035560451	0	0	0
UNINTEGRATED|g__Mesorhizobium.s__Mesorhizobium_japonicum	14568.7668294887	10183.5379330403	7279.9721085340	9653.9934849640	7603.3368128627	19471.4093325032	11503.8241119974	26445.1701192463	10264.6355143879	9626.8347120544	17422.2587839833	33268.7355660541	21572.7650711386	14146.7993899260	15334.4661771518	15713.3689044133	11613.6797427950	7764.8269964714	6593.8341002287	9890.2687496852	14160.9733865708	16767.5313581790	20023.8473664448	26198.1799947573	10534.5888714142	13093.8117227594	12622.0696435575	14897.8856709569	14532.1599206830	13462.9416351612	0	0	895.8527619903	1288.3769617285	0	0	0	0	1235.5205736349	0	0	0	0	0	0	0	1030.1101964646	0	1151.7395576382	0	1213.4171636144	2655.9131545586	799.8564883636	997.0199382536	598.1421196736	3044.1271760073	4158.0036181372	0	1786.1598271460	1712.4773205556
UNINTEGRATED|g__Mesorhizobium.s__Mesorhizobium_loti	8704.3193813421	5920.7276486497	4245.1747074303	7826.0016002974	4942.0868863197	11556.5271579890	3424.3083585771	14814.8601637105	5852.4533675532	5471.1521898200	6151.9862626458	10565.2511175533	9020.0441089026	6256.5699083437	7246.2709857301	6422.6600190977	5516.0352387067	3999.4146527927	4842.3943818849	6827.0389897128	9035.6873361399	12134.9058300578	10606.3071095315	22149.3250111543	6904.3269114830	11913.3991823580	9060.1716168785	11581.2667284316	12866.9272451224	12611.2654420881	0	0	383.0133028225	0	0	0	0	0	1251.8452670005	0	0	0	0	0	0	0	1315.1858123718	0	936.3704543244	0	936.7258552312	1703.5479578012	755.1739490303	1534.1622043184	1129.9434729653	4588.6907597324	3577.8478742223	0	2309.5984981219	1200.6793204748
UNINTEGRATED|g__Metakosakonia.s__Kluyvera_intestini	0	0	0	0	980.3037988014	0	0	0	0	6382.5763157378	0	0	0	0	0	0	0	0	0	0	2052.8155891888	3068.9785167323	0	1546.7106945252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Microbacterium.s__Microbacterium_azadirachtae	0	0	0	0	0	0	0	48195.9317560914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Microbacterium.s__Microbacterium_enclense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1591.6443435792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Microbacterium.s__Microbacterium_hominis	0	0	0	0	0	0	0	2245.1081521497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Microbacterium.s__Microbacterium_laevaniformans	0	0	0	0	0	0	0	1882.2661320537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Microbacterium.s__Microbacterium_sp_MYb72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1027.4192617510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Microbacterium.s__Microbacterium_testaceum	0	0	0	0	0	0	0	1838.6521134277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Mucilaginibacter.s__Mucilaginibacter_gossypii	0	0	0	0	0	0	0	758.5127722419	0	2620.4474822858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Mucilaginibacter.s__Mucilaginibacter_rubeus	0	0	0	0	0	0	0	0	0	5205.3377024427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Niastella.s__Niastella_koreensis	721.6943938153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331.6451801573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Nitrobacter.s__Nitrobacter_hamburgensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1965.3319362882	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Nitrosospira.s__Nitrosospira_multiformis	0	0	0	0	0	7506.2827077912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3023.9637465760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Novosphingobium.s__Novosphingobium_barchaimii	826.0459790203	0	0	859.6828915950	595.9539722475	0	378.4531347758	292.6148774256	609.1822352583	385.3615719032	0	0	0	0	0	0	355.9377605611	0	0	304.7376846059	0	1323.6223673519	0	3637.6305699768	342.0145565622	1788.2136937846	542.4478211068	0	820.0263181063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Novosphingobium.s__Novosphingobium_resinovorum	1594.5972082264	0	0	0	1893.4749319556	0	0	3466.6744847686	0	4448.7860899749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1966.1755317028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Paenarthrobacter.s__Paenarthrobacter_nicotinovorans	4780.1655578477	0	0	789.8387203614	0	0	0	6541.0789401280	0	0	0	0	0	0	0	0	2221.4214981108	0	0	0	0	825.7818599420	757.8125752433	1437.8692534163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pantoea.s__Pantoea_agglomerans	0	0	0	0	0	0	0	342.8876045486	0	0	0	4560.7892338630	0	0	0	11726.8440956850	11179.3945344907	0	0	2623.8090492042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pantoea.s__Pantoea_allii	0	0	0	0	0	0	0	1452.1821926924	0	0	0	0	0	0	0	4464.0087597568	5170.9657875563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pantoea.s__Pantoea_ananatis	0	0	0	0	0	0	0	2889.6038204125	0	0	0	0	303.3599723089	0	569.6665170555	9908.7520575400	7373.2635764518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pantoea.s__Pantoea_deleyi	0	0	0	0	0	0	0	21095.8588964246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pantoea.s__Pantoea_dispersa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5239.8817911202	3887.2184088776	0	0	0	0	0	0	322.7767408591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pantoea.s__Pantoea_eucrina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5595.0745404754	2146.2563823950	1686.0674350808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pantoea.s__Pantoea_sesami	3914.9221647951	4562.2452321350	32069.2953133561	2355.4389226428	35635.7993640330	11916.5583223119	63765.2573205611	155158.8472669137	19935.0283136235	20948.1852883297	4023.1628202504	2171.3653783788	169802.6237270473	45450.8854674706	6924.6802664398	34504.4725034661	0	26518.5506692401	3792.9167388790	25549.6529469934	329692.7550696087	56543.8639773534	65802.0530773653	60025.0247967633	20952.2198431141	95910.8625442597	1726.0139387920	15460.5181449173	8521.4663252870	9746.4817274881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pantoea.s__Pantoea_vagans	0	0	0	0	0	0	0	738.9411214242	0	0	0	0	0	0	0	11750.4172771793	12647.0553911320	0	0	1785.1185438401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Paraburkholderia.s__Paraburkholderia_caledonica	4898.0112178311	389.9564599539	3391.7365640435	3014.6374237546	1263.2001923581	5692.2621934091	2607.5781468665	15931.1260763849	882.2032753578	17658.4362681224	314.3931359557	0	0	0	0	1839.3932936227	1285.6886084156	0	0	386.6948377081	10457.1024126099	7574.4800357424	4209.5554647678	6324.0908089440	1968.1014546185	3915.9095701582	1437.8175409059	2787.9838708097	2967.8150636610	1937.2601080145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Paraburkholderia.s__Paraburkholderia_caribensis	8601.7190103724	3561.6611558844	9644.6430819360	3370.5553535222	2951.2755125107	3602.2896247914	1328.3524848895	20247.5872529275	792.0236955061	26559.7936722343	1075.7999107938	3582.3946588725	2446.6877584098	824.7233847825	0	944.5737554048	1523.1987925853	0	2294.0475679431	2892.5173892096	23325.2071277595	5924.4660944351	3679.5472973660	22160.1192660205	3094.4309676144	4067.8578635594	5342.1820286423	5027.1993499577	3133.0343650851	1780.9517817349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Paraburkholderia.s__Paraburkholderia_graminis	32836.6206885201	1450.2096848356	6240.6379636705	2383.8056751689	2049.1796331619	11958.6112728912	10072.7774224728	28700.7989627201	2761.9932956822	40172.1120045511	0	0	0	0	0	0	0	0	0	0	19485.7728476331	12662.3944193132	21957.4586439499	3595.5458440060	2158.0550397318	3863.4147277499	870.8349623199	4285.0182170571	2515.0199073999	711.6104537415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Paraburkholderia.s__Paraburkholderia_phenoliruptrix	0	0	0	0	0	0	0	11323.5629638315	0	1580.7336247590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Paraburkholderia.s__Paraburkholderia_phytofirmans	0	0	0	0	0	0	0	15909.6066546453	0	9673.2797589539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Paraburkholderia.s__Paraburkholderia_sediminicola	8288.6151207509	738.2821224811	7855.1621833379	2032.3495028702	1661.0687204009	1216.2132435082	784.5899654447	2196.3087604497	0	2840.7251888920	129.9698093049	0	1398.6900217920	0	97.0093519756	2078.8841709194	534.3218994253	0	0	0	2326.3096256818	2183.2734021101	3664.6074992302	1955.6907618790	711.6102750053	693.9982689215	0	934.3966498347	871.5197279126	428.3821776828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Paraburkholderia.s__Paraburkholderia_terricola	9077.8301532241	3356.2460764230	8608.9895065051	2190.4947661980	2129.7937758545	864.9370071050	670.2164494401	3163.9950235294	0	2915.8070926942	0	0	0	0	149.3394416919	2950.5111657929	2258.6371394782	0	0	410.5099552882	4626.3669151119	1291.7944299337	4400.8234651957	2415.2361810396	1181.0884301869	550.8715447750	0	874.7831392264	671.7947171278	1636.9958268944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pedobacter.s__Pedobacter_himalayensis	375.8393627670	0	623.6593083133	0	230.5740503939	520.3206325180	768.8344698557	1143.1882093553	0	1178.3451413672	375.6376287567	0	381.9310866735	0	0	275.2273099924	0	106.0505428001	0	275.9450332387	1356.3813850445	0	1032.8606715542	274.7343090269	0	0	0	0	429.3082054147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Phycicoccus.s__Phycicoccus_sp_Soil748	3629.6706195823	0	0	0	0	2534.7665248836	0	0	0	0	0	0	0	0	2294.1936294517	0	2935.0413665773	2039.8345652140	2270.5844705696	3071.7813007956	0	2496.5314311316	0	0	0	0	0	0	0	0	0	0	0	2941.5995981672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Polaromonas.s__Polaromonas_sp_JS666	0	0	0	0	0	0	0	547.4625858317	0	0	0	0	2140.0960926102	0	0	0	0	0	0	0	0	0	0	0	0	8070.8997442588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudarthrobacter.s__Pseudarthrobacter_sp_AG30	0	0	0	0	0	10767.2232222603	0	19017.4266662647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudolabrys.s__Pseudolabrys_sp_Root1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1060.7444782503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_abietaniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14534.9212440483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_arsenicoxydans	544.0263061317	0	3024.9031031203	0	0	0	0	6178.1833893368	0	0	0	13580.6461081593	11458.3050999765	0	0	0	6919.7546916457	0	16556.0940343983	3163.7954806488	0	0	0	8845.2090845877	1715.0432405016	5568.4670772401	9760.4527601923	0	3035.7282969137	15986.9397613427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_chlororaphis	0	0	0	0	0	0	0	0	0	0	795.6032231887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_extremaustralis	467.3704318395	0	0	0	0	0	0	3225.9134458985	677.7921149766	195.6918507710	0	0	0	0	0	0	0	0	0	0	1978.3800328978	326.3302672328	0	1620.2051023154	0	962.2539437646	0	0	767.1821037635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_fluorescens_group	2876.7913341949	0	0	0	0	0	0	11316.4864918089	3731.1597537864	2843.3421382227	2002.6125497277	0	0	0	0	0	0	0	0	2699.7543858145	4317.8599186419	0	0	9119.8846210298	2783.1666376671	2417.6344238260	0	0	3839.1199718616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_putida	0	0	5839.3649437728	0	0	0	0	4179.6646405312	802.7607803802	3559.8140505363	0	0	0	0	0	0	0	0	0	0	3445.4093567409	0	0	17404.0417436725	6589.6133481602	0	0	0	0	5904.2047799401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_putida_group	0	0	6588.6022896014	0	0	0	0	3604.2900531309	3442.9586815989	5477.3653142835	0	0	0	0	0	0	0	0	0	0	5068.7978764938	0	0	18315.0256627656	8987.2021618006	0	0	0	0	8070.4649759043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_sp_HMWF006	0	0	0	0	0	0	0	0	0	4830.9449642514	0	0	0	0	0	0	0	0	0	0	0	0	0	14215.4082222634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Pseudomonas.s__Pseudomonas_umsongensis	0	0	1202.6634378041	0	0	0	0	0	0	0	0	1435.1063908588	0	0	0	0	0	0	1451.2973638792	561.8462627228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Ralstonia.s__Ralstonia_sp_NFACC01	23651.4581531404	0	0	0	25225.3880807751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Rhizobacter.s__Rhizobacter_sp_Root404	16195.1693291064	16364.4293472728	6336.5794355510	18326.8864993187	10124.8769763271	0	0	16706.2989123411	0	0	0	0	0	0	0	0	7985.5576633914	8899.6387237355	9217.7191679116	7085.7160431011	14896.6651092414	12506.8064851780	12281.8257473652	15667.7623577843	12847.4307714968	18850.8315370719	18070.0213702320	11279.5479501878	18454.1008170747	14090.4704663941	6098.4255251242	8339.9692406800	0	8369.4330478654	4059.4674912780	0	0	0	1895.7356963980	2084.9769602027	0	0	0	0	7446.4834749431	1692.8914273782	3088.2476013567	2877.5915291046	6629.9266849415	2517.2298955823	7083.5184694966	6241.9382917628	10280.4416385248	5318.2710181349	5136.6462416058	0	8597.8848824046	7108.5860409266	8101.4866464487	8726.1479253199
UNINTEGRATED|g__Rhizobium.s__Rhizobium_etli	0	0	9169.0642164434	2633.9050340151	0	6246.4900552051	0	20306.9548461675	0	2884.5742801547	0	1811.0757933682	0	0	0	1382.7565427971	0	0	0	0	6938.4763694470	2266.9176808499	3524.9026551845	22900.6695724756	9416.6023147522	16936.9696129304	0	2158.7379235927	0	2922.9861945719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Rhizobium.s__Rhizobium_lusitanum	15773.1213694741	8876.5777983656	15418.3038598108	9909.2191348258	6853.5102028865	18845.7768386278	0	99303.4365664994	0	19648.8577224718	0	13863.3569496014	0	0	0	0	0	0	0	0	11210.9812878095	20411.1275330598	24751.4403181789	82367.2713833418	2316.4170592002	4396.6110804549	3517.7285112783	2322.0135032840	11916.4106823880	8567.8413217783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Rhizobium.s__Rhizobium_sp_AC44_96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621.6338922494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Rhizobium.s__Rhizobium_tropici	6614.3839968024	7132.5917412188	7201.9303598201	8527.2545731882	8146.6722959905	9495.2838482049	3525.1994340930	13243.9294310389	3901.2742098627	4525.5824188836	2791.3334362773	3595.1511405890	7453.5585076454	6005.7094667439	4667.5042440850	6167.3424490855	8265.2768957158	7603.1710015422	6956.2135334693	7155.7480840436	9997.7807451991	10055.6256167612	12079.2532677041	15423.3163688996	10728.6219067464	9218.9195815637	8451.7015302380	8802.0756177843	12741.9974718406	11689.0851360689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Rhizobium.s__Rhizobium_tubonense	0	0	0	0	0	0	0	1785.2847582883	0	640.1572277983	0	317.1572848192	0	0	0	0	0	0	0	0	0	2028.6338913059	0	2452.0309378560	0	2894.8497524711	1455.0179575385	2609.8535121075	4554.6586792719	6296.1815106556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Rhodanobacter.s__Rhodanobacter_denitrificans	0	3779.3487608167	2803.8014367703	0	0	4029.7570508686	0	2709.6918610485	0	2537.9790394934	0	0	0	0	0	0	0	0	0	0	7130.3734034792	0	0	3579.7514996624	2527.6635373997	0	5429.6382241870	8785.3896093183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8955.0018459463	0	0	0	0	0	4319.9563432705	0	0	0
