# Pathway	R1-1	R1-2	R1-3	R1-4	R1-5	R2-1	R2-2	R2-3	R2-4	R2-5	R3-1	R3-2	R3-3	R3-4	R3-5	R4-1	R4-2	R4-3	R4-4	R4-5	R5-1	R5-2	R5-3	R5-4	R5-5	R6-1	R6-2	R6-3	R6-4	R6-5	S1-1	S1-2	S1-3	S1-4	S1-5	S2-1	S2-2	S2-3	S2-4	S2-5	S3-1	S3-2	S3-3	S3-4	S3-5	S4-1	S4-2	S4-3	S4-4	S4-5	S5-1	S5-2	S5-3	S5-4	S5-5	S6-1	S6-2	S6-3	S6-4	S6-5
UNINTEGRATED|g__Ensifer.s__Ensifer_adhaerens	19.8100821390	13.6883676587	15.6247185647	14.5648431473	10.5827391729	22.4229380666	12.0935950971	32.7599905295	6.9650073380	23.7138419160	8.5472218868	20.6453683689	12.9968547681	16.0168722967	11.5775608885	11.5897315093	12.3585245492	16.1494425821	16.2520430103	23.2077627208	12.0146203359	23.4540244915	25.5167351674	23.7546161866	30.2521420331	18.8244883766	15.6192932557	13.9537878798	16.2000134865	18.3000074558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterobacter.s__Enterobacter_asburiae	185.1879209232	66.4119572585	945.1343810172	206.9697309925	866.9925291996	521.9832153130	1382.8761565547	4330.4167906553	183.6758294958	531.1507792076	25.1970440635	48.8123882361	4370.9200498385	1321.0766852676	112.3642764621	592.5696500563	33.4221052117	459.7227532227	42.1891227887	538.7870455078	7366.7411923366	920.7295061621	1547.6006965392	1360.3947168845	508.7876870032	1614.7896520225	83.3036134358	186.9210324662	104.4303137544	188.6376055634	0	0	0	0	0	0	0	0	12.8102591125	0	0	0	0	0	0	0	0	0	0	0	0	42.5056473315	0	0	0	0	0	0	9.3083493219	0
UNINTEGRATED|g__Enterobacter.s__Enterobacter_bugandensis	401.1788310994	19.0172453954	101.8916617290	4.1288251630	64.6686950874	93.9090233579	77.2410692786	341.7966196379	43.4401753952	243.7550435312	9.6960744587	3.8349085682	173.1484344069	32.9534320757	5.8181177492	35.0440686079	2.7974106899	27.5097002791	6.2752297222	22.4057467641	233.8235740451	50.3041745914	40.2143256936	146.4503690475	31.6656349852	81.2195119146	2.0490475613	87.8013750110	76.0190428996	31.5136019814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterobacter.s__Enterobacter_cancerogenus	12.7716035794	0	11.6931911167	0	25.5600571799	9.5552814268	75.1136016808	247.5778150643	9.7281567383	28.0902687186	1.2230097578	0.9353848394	551.7686663659	43.0482667510	10.8182333326	583.0964180391	104.3095726546	37.0532399116	0	34.4279531116	282.1186316219	28.0950617568	55.6416209848	125.4583861047	19.5735345990	65.7035982271	0.1693766938	23.2021803020	16.4532446209	26.3752463120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterobacter.s__Enterobacter_cloacae	794.3150913518	55.3318932849	714.5684362958	66.4873520650	262.8161868979	630.5827297711	381.6927853663	2829.8644374189	185.9185659565	482.5005404394	59.1261925422	56.8810092802	1388.6062863232	296.2675969602	115.0649165766	340.3790376368	70.6721689879	301.9711017436	103.9432474825	317.0782009038	2269.1442884877	464.6533996086	332.0264468929	513.8675396524	184.1482728074	739.5486021655	32.6049400265	226.4858372840	402.9237298000	216.8483318952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1490654442	0
UNINTEGRATED|g__Enterobacter.s__Enterobacter_hormaechei	12.5533777832	0	59.0493571472	0	32.3810375340	9.1419991309	0	56.8944199066	0	44.3792747270	0	0	149.3116059673	19.1502042808	0	14.7121476496	0	4.2256853138	0	9.4704052800	97.8452092882	43.9017779346	0	13.1413703476	0	0	0	15.9189740317	5.2629929390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterobacter.s__Enterobacter_kobei	51.0250531427	0	56.8059438978	0	15.5536804388	26.4628296047	32.0277469100	209.9455013406	6.6826392299	99.1229257220	1.6048989692	0	49.8523147300	15.8017309750	0	9.0760713959	3.3827983991	130.7181612488	0	8.8338597971	90.1082314750	107.8907455250	0	37.4196114140	9.8762517807	78.4980610709	0	0	24.8589036263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterobacter.s__Enterobacter_ludwigii	885.2065243632	0	824.3102392817	9.3251830156	10.8732997814	427.8259418430	11.5699529335	1317.2847716660	7.6152942193	44.7303392309	26.2021881569	4.4541136779	66.0397027527	27.1878060813	21.6016275197	19.2109454269	10.3214974667	105.8791403066	35.8815455284	5.9535949280	169.9714826638	8.4343474076	33.9000771292	97.8998972115	44.7927317917	91.2567005006	0	112.5282546228	429.9786279434	37.3888314189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterobacter.s__Enterobacter_mori	0	105.7000624783	615.5911158762	0	0	0	0	1970.6237305980	83.1505298220	1512.1668576391	0	0	0	0	0	0	0	0	673.2737918137	0	1258.3585051344	0	0	0	884.6568511808	242.4814045950	0	0	0	916.9034103114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterobacter.s__Enterobacter_roggenkampii	24.9733928455	3.4227465622	27.1510817741	0.3373857689	30.8516484288	16.7870908717	28.7436861077	85.3586454711	7.7756916994	31.3533204978	0.9486283912	1.2769517692	100.9651389902	22.5484831562	9.7858610422	12.9521095202	0	7.8867091955	6.3865565077	14.5168039800	158.9985378462	23.6321291943	38.0679047032	25.3774597329	7.9844735631	38.4567767043	1.1153743471	12.9409581267	10.1182375714	8.9228931728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	681.9638668904	108.5808382723	210.3066920784	94.5557827819	269.5719662751	368.1743334608	235.6254681321	1157.3203967420	59.8276323636	865.8214550061	77.8059140450	144.9734014599	612.9842932555	175.6685026567	52.7626252573	524.9736181230	249.9924099633	121.6482119465	102.3198436948	272.8034471189	1167.1811546418	237.6404873369	426.6149318242	567.8391760613	443.3040311771	343.1660839083	124.8607417613	197.1491970123	440.9052743725	271.9816874571	0	0	0	0	0	0	0	0	45.5366742487	0	0	0	0	0	0	0	0	0	0	0	0	57.0721782218	0	0	0	0	0	0	80.0069897104	0
UNINTEGRATED|g__Ewingella.s__Ewingella_americana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1673.5627257822	0	0	0	0	30.3631273528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Flavisolibacter.s__Flavisolibacter_ginsengisoli	24.7626068453	27.2844446420	5.5316445565	20.1416396398	19.7928487180	0	4.7348858388	10.2091596329	0	0	68.8609162286	80.2898626783	0	32.2138714482	63.9330403689	22.7015502422	179.6704153569	31.0176469158	188.8698069726	122.3920149719	0	27.4111417982	45.4116249206	67.4448057548	61.7093438350	79.2698326742	0	37.8661753502	152.7190948869	95.9060361939	170.6004930004	143.4131772268	39.4992114004	688.3758127792	91.6246698004	11.5242199221	43.9675695971	69.6356666774	39.9555926545	80.7443927423	22.9663008422	153.2396943633	176.2772312724	54.3106171815	289.9158602869	129.1358199271	71.1390052901	62.7445091846	29.3331599858	82.7471526059	29.0247377000	100.2956318893	137.0937377719	115.7579096331	43.3258526597	77.2164641738	75.1112769792	36.8515074368	51.1017743484	94.1922660040
UNINTEGRATED|g__Flavobacterium.s__Flavobacterium_johnsoniae	0	0	16.6628952701	0	17.8415884141	0	0	6.5410306020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.6833050243	21.5710413809	0	0	0	499.6747536953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220.0271347901	0
UNINTEGRATED|g__Gemmatirosa.s__Gemmatirosa_kalamazoonesis	52.8795071947	45.9876846821	17.6330771365	130.2993649661	24.0043920545	14.2615707993	16.6804591309	25.0252060179	12.0567387187	0	52.6664753268	50.5976266810	47.2103818999	43.6584511716	52.9960122523	38.1392429091	71.3401521929	110.9315228335	62.9101128048	41.4123466969	35.3403622115	44.5241522769	66.2613410833	44.1471166426	32.5987761361	36.6171641433	39.5190493927	35.0759685421	62.3067173092	34.4017408451	226.6618389402	159.6209619682	68.6199321338	263.6456598898	79.3762839319	37.4315157616	113.2211548268	117.1237390478	138.1205976359	132.4189117619	123.0877880186	130.4813513266	185.7695920821	76.6400301448	149.7107597817	108.8136430011	141.7932353553	151.3811013249	95.3083041160	180.3584552993	148.0361590488	106.4896319189	198.8272420290	215.7683199759	136.7263161551	59.5081201184	78.3913948837	93.6070722441	90.0100196987	142.7474875846
UNINTEGRATED|g__Herbaspirillum.s__Herbaspirillum_aquaticum	229.7386150403	0	0	0	0	412.3879369646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2363.2285519589	0	55.3738218665	1581.7274212049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Herbaspirillum.s__Herbaspirillum_frisingense	238.4431000608	0	78.8382820947	0	0	0	250.0847835088	0	0	0	0	0	0	0	0	0	0	0	0	0	829.7913618362	421.8005775834	31.8782828846	73.6577444017	56.5713174715	112.9858775095	17.8869408518	94.0965203546	89.3146846785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Herbaspirillum.s__Herbaspirillum_hiltneri	90.6832907952	0	42.5350222087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338.9308403098	54.0684428889	17.3217552117	109.4103115670	0	0	16.6862122035	71.7996665628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Herbaspirillum.s__Herbaspirillum_seropedicae	22.7838847495	1542.9864453678	2896.1908174932	0	58.7764087090	1756.7860755655	412.9560397071	294.8792106741	1058.5407671680	417.9275309162	0	5.2930471779	2.8731621493	0	13.6923635301	0	0	0	0	0	169.7235956221	105.6965503186	0	217.2028353531	17.7776346199	37.8786083030	16.2205099587	29.1581381369	13.8308744877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Herbaspirillum.s__Herbaspirillum_sp_meg3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.0221513884	0
UNINTEGRATED|g__Hymenobacter.s__Hymenobacter_sedentarius	0	0	0	0	0	0	0	0	0	0	11.2885431586	7.4952771528	0	5.7748496361	13.3546574318	0	42.4258799533	0	10.5466671014	70.4620090839	0	0	0	0	0	0	0	0	14.2393287577	0	0	16.1406950583	0	7.5892123544	0	0	0	0	0	0	2.4251240534	9.9303144094	8.3815939563	8.8922491922	8.8180440639	18.9273034496	14.7766240395	4.1543827522	8.4637172436	20.8246388202	0	0	11.4972745695	25.2875556649	0	0	0	4.9290778108	77.0065320097	27.8692848126
UNINTEGRATED|g__Kitasatospora.s__Kitasatospora_sp_MMS16_BH015	31.7933082114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Klebsiella.s__Klebsiella_aerogenes	137.2072356967	2.4878030825	11.4850504105	4.2724603923	19.2125242295	18.3759716654	9.1174197871	124.4538329281	30.1160432114	24.0100625399	0.9011368444	1.4143390106	20.9359614015	9.9597763251	2.3829461936	33.2584992103	3.3174690448	4.5163294254	2.9339393979	12.8097124703	62.4722842943	8.4704313355	15.2200867895	60.4865340842	65.2005643417	25.4243170428	3.0473026040	2.4922268012	11.3271943087	24.9362100084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0
UNINTEGRATED|g__Klebsiella.s__Klebsiella_grimontii	0	0	0	0	129.3024376682	76.6442028269	151.3645398143	272.2078492775	53.1224327167	0	0	0	0	0	0	0	0	61.3520327192	0	184.2899439414	4078.1670684468	187.9757079480	0	0	0	53.0799910401	1071.1480316866	78.6608172286	241.2063235361	222.2554925749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Klebsiella.s__Klebsiella_michiganensis	0	0	22.1929421219	0	185.7854317252	238.9382015506	67.7835488476	71.0321473823	79.4612630997	267.0828138006	0	0	0	0	0	0	0	29.1493229633	0	490.9011164407	3104.8460617746	111.3659972825	190.9263626016	0	0	415.8599141285	234.1764823156	169.6029620418	61.9204236929	224.1506257446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Klebsiella.s__Klebsiella_oxytoca	216.7529605063	0	34.7360089191	0	165.5255125456	229.1846857860	48.4699897615	117.6396135344	67.8277304503	184.5027872525	0	0	0	0	0	0	0	28.3370957093	0	273.8803523553	2070.1192696242	94.9441066803	74.9091917221	0	92.8207348094	210.6073848688	315.1383560727	62.4862666833	110.3323940701	95.3492068001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Klebsiella.s__Klebsiella_pneumoniae	4643.7310719103	45.2312448338	225.1083827617	146.3663956792	753.0586319994	734.9101485521	261.0233643976	1165.0446191642	129.9225709822	473.9465889651	97.1559516053	48.9489353721	401.4283134291	316.1418524546	101.4591613077	301.6742201695	123.4017328637	206.1009348883	84.4718880982	525.7301269978	1521.4576154793	299.5486194602	213.5989067688	459.2660543945	2398.0265948099	538.7920255551	227.1889105392	152.3963332319	225.3307052196	288.9065209702	0	0	0	0	0	0	0	0	112.9429584334	0	0	0	0	0	0	0	0	0	0	0	0	41.1135219467	0	0	0	0	0	0	83.8707642463	0
UNINTEGRATED|g__Klebsiella.s__Klebsiella_variicola	8169.6614883940	0	0	0	0	0	0	0	0	716.0127639810	0	0	0	0	0	0	0	0	0	0	0	190.9015325675	0	0	4263.3131868208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Kutzneria.s__Kutzneria_sp_744	0	0	0	0	0	0	0	886.9867996482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735.5205378316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.5724416093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Leclercia.s__Leclercia_adecarboxylata	103.1943275811	3.1951723530	50.8844975437	10.1953421912	38.4459661250	36.3452467011	29.3992978089	163.3103110555	13.3103510265	67.5989074910	3.2415011517	5.4699627335	77.0709698935	40.0454491103	8.2564473636	38.4230467271	1.1057897664	22.2392120446	11.0601931266	13.0485610831	236.5104280335	51.3935001215	34.7730157272	195.5006413187	8.0756579063	55.3830622207	1.3170729833	28.3560119041	25.2379046678	57.0954756467	0	0	0	0	0	0	0	0	0.5482456140	0	0	0	0	0	0	0	0	0	0	0	0	1.1421783626	0	0	0	0	0	0	0.6273621526	0
UNINTEGRATED|g__Lelliottia.s__Lelliottia_amnigena	56.2399615392	2.0749817221	51.0646064500	1.8712010679	7.2868893607	35.7444272558	9.2112098973	129.3254380721	3.6198285462	22.3899190595	1.9389219577	1.4307403392	23.1816008923	6.7461021219	3.0065446376	11.8924847438	2.2979600348	10.4938992149	1.6466260746	4.4768793207	73.8015079409	15.3156132834	10.8203522518	29.5522136039	4.6545123324	11.2536250747	0.5187455352	6.9381281871	38.6395978296	12.8775636355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lelliottia.s__Lelliottia_nimipressuralis	215.0505189050	14.2602671182	234.8060282133	9.7733409986	189.8910996312	190.0147112320	205.6385694610	620.1945946149	35.0250722758	97.4083372254	21.0552601888	1.9726053297	354.6318918922	113.8782209658	27.6295490038	80.0038464899	1.7879328774	84.7148724194	47.8604560908	58.7101096591	737.1257958870	92.0137196818	195.0528123528	153.2786164954	58.9621337712	166.6831003651	2.7704537440	77.2814781971	101.3544588866	75.0796900503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5413959687	0
UNINTEGRATED|g__Leuconostoc.s__Leuconostoc_mesenteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7118081076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Luteibacter.s__Luteibacter_rhizovicinus	0	0	0	0	0	0	0	0	0	0	0	0	53.9448764818	0	0	0	0	0	0	0	0	0	0	0	0	0	431.1973241037	357.6125411016	563.0146886572	0	0	0	0	0	0	0	0	13.2398724312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Luteibacter.s__Luteibacter_sp_UNCMF331Sha3_1	35.7240679588	23.1302381605	57.5852060747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.1398060221	28.4380878264	14.1517783940	36.6979243410	0	0	38.2877191706	0	0	0	0	0	0	14.5526693897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lysobacter.s__Lysobacter_capsici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.1959058111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lysobacter.s__Lysobacter_concretionis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.2085780377	0	0	0	0	0	0	0	0	166.4923125459
UNINTEGRATED|g__Marmoricola.s__Marmoricola_scoriae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.8052354887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Massilia.s__Massilia_phosphatilytica	7869.4632812059	2420.8963574940	4482.8745404373	3287.7952027288	2259.5777639387	2932.1690527535	3821.6614253909	6130.2713823848	0	4931.2463653963	0	0	0	0	0	0	0	288.1454874610	372.9750364252	216.4242389334	5252.1870465672	5172.1965327129	3583.0185618156	6143.4559347487	3516.9850753465	3483.6933784404	0	0	0	1074.8648771150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377.9787548348	0
UNINTEGRATED|g__Massilia.s__Massilia_sp_CF038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3772605018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Mesorhizobium.s__Mesorhizobium_huakuii	818.4801130275	549.4454536122	350.8183312203	534.0423050510	0	737.2396822392	0	1506.1585025002	0	547.8769307525	511.0539032509	0	0	456.8110865885	479.7703407970	0	416.7418291296	0	197.9717710942	381.8366006742	830.4719107909	1239.4431296502	878.1573369952	1540.5021129130	706.5686199279	804.8220939709	928.1373792361	1262.6109900169	991.1286688112	909.2937746074	0	0	0	0	0	0	60.6959556224	80.1592924869	0	0	0	0	0	0	0	0	0	0	0	0	110.8559886464	0	0	74.7806299095	0	0	300.6029262502	0	0	132.1778432292
UNINTEGRATED|g__Mesorhizobium.s__Mesorhizobium_japonicum	1644.8648676095	1035.8381082797	739.3029249838	1269.6475288955	865.4409031378	1817.8957983222	1019.5556036458	2875.8093408859	945.8716944295	1123.3425971391	1478.3035919256	2950.1354043544	2035.0597862285	1384.4346704478	1682.5808662636	1142.5821693370	1144.7677320172	694.2394752493	470.5285947605	997.6730483029	1320.0812900690	1898.0455213207	1994.4872168199	2555.7020477865	989.7320666889	1569.0838321314	1402.8668487840	1577.5315858182	1439.6698377221	1827.4656905735	108.6063102402	0	71.8023888364	176.5837314792	84.9560572291	134.8706126888	117.9373073515	70.0062221205	91.3544991041	71.0635405808	44.3652066112	72.9737035451	58.1049549782	34.0338611117	76.4330740145	50.1914139441	103.6189677647	0	99.5262610256	45.5606925993	180.0880610982	170.6309260064	118.9864693462	97.4403853689	76.0169185603	168.7403133391	444.0900511257	0	230.3639385884	249.3359886354
UNINTEGRATED|g__Mesorhizobium.s__Mesorhizobium_loti	957.3634158447	776.3908716020	510.9194180878	698.8601114529	581.5642327158	979.2041937070	509.8149074076	1786.4312296098	536.9608495863	631.1248811988	622.2225209130	1230.3740299230	984.2515255313	680.9307698093	795.3627333060	651.3275634223	631.0527389131	411.1042110015	282.0943865821	704.6386727325	1071.8953314198	1529.5026344853	1255.1378047921	1994.4571543468	872.3595955507	1196.1794881922	1002.0020767538	1363.3153043222	1046.8247715992	1163.7779770680	155.3666728991	0	101.8908928354	250.5723984308	75.5083046050	142.6447828134	145.8606722816	179.3979719288	108.5147513659	88.0844056574	122.7125448750	87.7194471486	96.9323693293	54.3787341695	122.3396287753	79.5647973909	172.8008999140	0	144.4034486153	70.8489417336	256.0362661186	190.8115136530	164.5740411747	169.8044654474	131.9784487303	196.0833508453	359.9051583486	0	263.8699503466	222.5204329039
UNINTEGRATED|g__Metakosakonia.s__Kluyvera_intestini	0	0	0	0	29.1797289506	0	0	0	0	664.5635888687	0	0	0	0	0	0	0	0	0	0	156.9570381160	335.2427003823	0	147.1500971961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0036810722	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Microbacterium.s__Microbacterium_azadirachtae	0	0	0	0	0	0	9.7076492086	6932.8768879165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4719871759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Microbacterium.s__Microbacterium_enclense	0	0	0	0	0	0	0	68.4079229450	0	0	0	9.0838890474	6.3193081887	0	0	0	10.4384533065	0	0	0	0	0	0	38.3994740887	27.5462391280	0	0	0	24.2286770691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Microbacterium.s__Microbacterium_hominis	0	0	0	0	0	0	0	73.2004183507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Microbacterium.s__Microbacterium_laevaniformans	0	0	0	0	0	0	0	98.0835462459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Microbacterium.s__Microbacterium_sp_MYb72	0	17.7573470951	0	0	0	0	0	28.4792955653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0140043077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Microbacterium.s__Microbacterium_sp_Root61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.7310094656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Microbacterium.s__Microbacterium_testaceum	0	0	0	0	0	0	0	42.8361454648	0	0	0	3.1355701763	4.2172738231	0	0	0	8.1474521573	0	0	0	0	0	0	25.5073498977	8.6835780942	73.7560622136	0	0	13.1338660169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Microcoleus.s__Microcoleus_vaginatus	0	34.2286515532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.9378293467	0	0	0	0	0	0	0	0	39.6499590158	0	0	0	0	0	0	73.0862576610	0	0	0	0	8.1817806356	0
UNINTEGRATED|g__Mucilaginibacter.s__Mucilaginibacter_auburnensis	0	0	1.2242709930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Mucilaginibacter.s__Mucilaginibacter_gossypii	7.6508428352	14.1887754202	29.9545515907	3.1016004375	18.9040181678	3.0055871387	31.1804973928	69.4981348373	92.7775748208	288.3876265744	0	0	19.0350679937	2.4228692327	2.2215224601	1.6102846613	0	5.4675924412	5.3128296699	2.0391954071	46.2448797224	18.0671927504	8.8898968380	45.8165524146	19.0141216436	3.7901665549	3.6049514287	7.6643201038	7.1341738813	3.3969005971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Mucilaginibacter.s__Mucilaginibacter_rubeus	10.8297242289	10.9341861905	23.5074140044	2.9310713939	13.9332095482	8.2963690692	33.6287903300	102.7539942987	52.4463968016	277.0591770714	0	0	11.9623794196	4.4147034512	4.7245300515	2.6193493585	0	3.9528796457	1.6456275983	5.2068311879	47.8924791999	9.9848869124	10.4274847621	44.7828877641	10.3081389545	4.5475429458	4.7033376904	14.3486230730	4.6112807990	3.2590113800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
